Timestamp,Datei,Shot,Von,Nach,Delta
2025-04-18T01:58:14.848417Z,quantum_log_Governance und Politik_act_nq4_20250418035814_0734.json,6,3,1,2
2025-04-18T01:58:14.852936Z,quantum_log_Governance und Politik_act_nq4_20250418035814_0734.json,9,3,0,3
2025-04-18T01:58:14.853943Z,quantum_log_Governance und Politik_act_nq4_20250418035814_0734.json,10,0,2,2
2025-04-18T01:58:14.873643Z,quantum_log_Synergien und Integration_act_nq4_20250418035814_2f25.json,1,3,0,3
2025-04-18T01:58:14.874651Z,quantum_log_Synergien und Integration_act_nq4_20250418035814_2f25.json,2,0,3,3
2025-04-18T01:58:14.881675Z,quantum_log_Synergien und Integration_act_nq4_20250418035814_2f25.json,7,2,0,2
2025-04-18T01:58:14.883681Z,quantum_log_Synergien und Integration_act_nq4_20250418035814_2f25.json,8,0,3,3
2025-04-18T01:58:14.887106Z,quantum_log_Synergien und Integration_act_nq4_20250418035814_2f25.json,10,3,1,2
2025-04-18T01:58:14.887700Z,quantum_log_Synergien und Integration_act_nq4_20250418035814_2f25.json,11,1,3,2
2025-04-18T01:58:14.889706Z,quantum_log_Synergien und Integration_act_nq4_20250418035814_2f25.json,12,3,1,2
2025-04-18T01:58:14.890706Z,quantum_log_Synergien und Integration_act_nq4_20250418035814_2f25.json,13,1,3,2
2025-04-18T01:58:14.892706Z,quantum_log_Synergien und Integration_act_nq4_20250418035814_2f25.json,14,3,0,3
2025-04-18T01:58:14.918304Z,quantum_log_Technologie und Innovation_act_nq4_20250418035814_614a.json,9,3,1,2
2025-04-18T01:58:14.919611Z,quantum_log_Technologie und Innovation_act_nq4_20250418035814_614a.json,10,1,3,2
2025-04-18T01:58:14.924668Z,quantum_log_Technologie und Innovation_act_nq4_20250418035814_614a.json,13,4,1,3
2025-04-18T01:58:14.939184Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035814_b5cd.json,1,0,3,3
2025-04-18T01:58:14.947655Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035814_b5cd.json,7,1,4,3
2025-04-18T01:58:14.949663Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035814_b5cd.json,8,4,1,3
2025-04-18T01:58:14.950663Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035814_b5cd.json,9,1,4,3
2025-04-18T01:58:14.952665Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035814_b5cd.json,10,4,0,4
2025-04-18T01:58:14.953774Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035814_b5cd.json,11,0,2,2
2025-04-18T01:58:14.970326Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035814_2f01.json,1,1,3,2
2025-04-18T01:58:14.981469Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035814_2f01.json,9,2,0,2
2025-04-18T01:58:14.987661Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035814_2f01.json,13,3,0,3
2025-04-18T01:58:14.989837Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035814_2f01.json,14,0,2,2
2025-04-18T01:58:15.002342Z,quantum_log_Cortex Creativus_act_nq4_20250418035814_f73e.json,1,4,2,2
2025-04-18T01:58:15.004343Z,quantum_log_Cortex Creativus_act_nq4_20250418035814_f73e.json,2,2,0,2
2025-04-18T01:58:15.008561Z,quantum_log_Cortex Creativus_act_nq4_20250418035814_f73e.json,5,1,3,2
2025-04-18T01:58:15.009561Z,quantum_log_Cortex Creativus_act_nq4_20250418035814_f73e.json,6,3,1,2
2025-04-18T01:58:15.038896Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035815_e337.json,4,1,3,2
2025-04-18T01:58:15.042900Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035815_e337.json,7,1,3,2
2025-04-18T01:58:15.045403Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035815_e337.json,9,3,1,2
2025-04-18T01:58:15.047442Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035815_e337.json,10,1,3,2
2025-04-18T01:58:15.051442Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035815_e337.json,13,3,1,2
2025-04-18T01:58:15.074243Z,quantum_log_Cortex Criticus_act_nq4_20250418035815_743d.json,6,2,4,2
2025-04-18T01:58:15.076648Z,quantum_log_Cortex Criticus_act_nq4_20250418035815_743d.json,7,4,2,2
2025-04-18T01:58:15.083271Z,quantum_log_Cortex Criticus_act_nq4_20250418035815_743d.json,12,0,3,3
2025-04-18T01:58:15.103921Z,quantum_log_Limbus Affektus_act_nq4_20250418035815_cc33.json,3,1,3,2
2025-04-18T01:58:15.108999Z,quantum_log_Limbus Affektus_act_nq4_20250418035815_cc33.json,6,4,2,2
2025-04-18T01:58:15.113421Z,quantum_log_Limbus Affektus_act_nq4_20250418035815_cc33.json,8,2,4,2
2025-04-18T01:58:15.115459Z,quantum_log_Limbus Affektus_act_nq4_20250418035815_cc33.json,9,4,1,3
2025-04-18T01:58:15.124066Z,quantum_log_Limbus Affektus_act_nq4_20250418035815_cc33.json,14,1,3,2
2025-04-18T01:58:15.143052Z,quantum_log_Meta Cognitio_act_nq4_20250418035815_078a.json,4,4,2,2
2025-04-18T01:58:15.146673Z,quantum_log_Meta Cognitio_act_nq4_20250418035815_078a.json,7,1,4,3
2025-04-18T01:58:15.147801Z,quantum_log_Meta Cognitio_act_nq4_20250418035815_078a.json,8,4,2,2
2025-04-18T01:58:15.154476Z,quantum_log_Meta Cognitio_act_nq4_20250418035815_078a.json,12,3,0,3
2025-04-18T01:58:15.177629Z,quantum_log_Cortex Socialis_act_nq4_20250418035815_4a1f.json,6,1,3,2
2025-04-18T01:58:15.183138Z,quantum_log_Cortex Socialis_act_nq4_20250418035815_4a1f.json,10,1,3,2
2025-04-18T01:58:15.184237Z,quantum_log_Cortex Socialis_act_nq4_20250418035815_4a1f.json,11,3,1,2
2025-04-18T01:58:15.187287Z,quantum_log_Cortex Socialis_act_nq4_20250418035815_4a1f.json,13,2,0,2
2025-04-18T01:58:15.188295Z,quantum_log_Cortex Socialis_act_nq4_20250418035815_4a1f.json,14,0,2,2
2025-04-18T01:58:15.205537Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035815_60b1.json,1,4,1,3
2025-04-18T01:58:15.207654Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035815_60b1.json,3,2,0,2
2025-04-18T01:58:15.210664Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035815_60b1.json,5,1,3,2
2025-04-18T01:58:15.240315Z,quantum_log_Ethik und Moral_act_nq4_20250418035815_5c75.json,3,3,1,2
2025-04-18T01:58:15.248585Z,quantum_log_Ethik und Moral_act_nq4_20250418035815_5c75.json,9,1,3,2
2025-04-18T01:58:15.270285Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035815_c785.json,1,3,1,2
2025-04-18T01:58:15.302022Z,quantum_log_Governance und Politik_act_nq4_20250418035815_4e59.json,1,0,4,4
2025-04-18T01:58:15.303018Z,quantum_log_Governance und Politik_act_nq4_20250418035815_4e59.json,2,4,2,2
2025-04-18T01:58:15.310558Z,quantum_log_Governance und Politik_act_nq4_20250418035815_4e59.json,7,1,3,2
2025-04-18T01:58:15.313557Z,quantum_log_Governance und Politik_act_nq4_20250418035815_4e59.json,9,2,0,2
2025-04-18T01:58:15.314657Z,quantum_log_Governance und Politik_act_nq4_20250418035815_4e59.json,10,0,3,3
2025-04-18T01:58:15.316674Z,quantum_log_Governance und Politik_act_nq4_20250418035815_4e59.json,11,3,1,2
2025-04-18T01:58:15.339869Z,quantum_log_Synergien und Integration_act_nq4_20250418035815_db10.json,4,3,0,3
2025-04-18T01:58:15.340869Z,quantum_log_Synergien und Integration_act_nq4_20250418035815_db10.json,5,0,2,2
2025-04-18T01:58:15.348010Z,quantum_log_Synergien und Integration_act_nq4_20250418035815_db10.json,10,3,1,2
2025-04-18T01:58:15.352023Z,quantum_log_Synergien und Integration_act_nq4_20250418035815_db10.json,13,3,0,3
2025-04-18T01:58:15.354023Z,quantum_log_Synergien und Integration_act_nq4_20250418035815_db10.json,14,0,2,2
2025-04-18T01:58:15.366569Z,quantum_log_Technologie und Innovation_act_nq4_20250418035815_9e0f.json,1,3,1,2
2025-04-18T01:58:15.371787Z,quantum_log_Technologie und Innovation_act_nq4_20250418035815_9e0f.json,4,2,0,2
2025-04-18T01:58:15.372787Z,quantum_log_Technologie und Innovation_act_nq4_20250418035815_9e0f.json,5,0,4,4
2025-04-18T01:58:15.374235Z,quantum_log_Technologie und Innovation_act_nq4_20250418035815_9e0f.json,6,4,1,3
2025-04-18T01:58:15.375740Z,quantum_log_Technologie und Innovation_act_nq4_20250418035815_9e0f.json,7,1,4,3
2025-04-18T01:58:15.377428Z,quantum_log_Technologie und Innovation_act_nq4_20250418035815_9e0f.json,8,4,0,4
2025-04-18T01:58:15.378436Z,quantum_log_Technologie und Innovation_act_nq4_20250418035815_9e0f.json,9,0,3,3
2025-04-18T01:58:15.385185Z,quantum_log_Technologie und Innovation_act_nq4_20250418035815_9e0f.json,13,2,0,2
2025-04-18T01:58:15.410509Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035815_72b1.json,6,3,0,3
2025-04-18T01:58:15.411518Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035815_72b1.json,7,0,3,3
2025-04-18T01:58:15.414632Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035815_72b1.json,9,3,0,3
2025-04-18T01:58:15.415640Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035815_72b1.json,10,0,3,3
2025-04-18T01:58:15.417078Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035815_72b1.json,11,3,0,3
2025-04-18T01:58:15.439613Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035815_15fe.json,3,0,2,2
2025-04-18T01:58:15.440613Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035815_15fe.json,4,2,4,2
2025-04-18T01:58:15.441617Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035815_15fe.json,5,4,1,3
2025-04-18T01:58:15.446244Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035815_15fe.json,8,2,0,2
2025-04-18T01:58:15.448262Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035815_15fe.json,9,0,3,3
2025-04-18T01:58:15.449273Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035815_15fe.json,10,3,0,3
2025-04-18T01:58:15.450268Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035815_15fe.json,11,0,2,2
2025-04-18T01:58:15.453568Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035815_15fe.json,13,1,3,2
2025-04-18T01:58:15.471416Z,quantum_log_Cortex Creativus_act_nq4_20250418035815_aa7d.json,3,3,0,3
2025-04-18T01:58:15.473589Z,quantum_log_Cortex Creativus_act_nq4_20250418035815_aa7d.json,4,0,3,3
2025-04-18T01:58:15.478689Z,quantum_log_Cortex Creativus_act_nq4_20250418035815_aa7d.json,8,2,0,2
2025-04-18T01:58:15.479689Z,quantum_log_Cortex Creativus_act_nq4_20250418035815_aa7d.json,9,0,3,3
2025-04-18T01:58:15.481700Z,quantum_log_Cortex Creativus_act_nq4_20250418035815_aa7d.json,10,3,1,2
2025-04-18T01:58:15.482841Z,quantum_log_Cortex Creativus_act_nq4_20250418035815_aa7d.json,11,1,3,2
2025-04-18T01:58:15.486227Z,quantum_log_Cortex Creativus_act_nq4_20250418035815_aa7d.json,13,3,0,3
2025-04-18T01:58:15.487816Z,quantum_log_Cortex Creativus_act_nq4_20250418035815_aa7d.json,14,0,2,2
2025-04-18T01:58:15.499678Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035815_84d6.json,1,2,4,2
2025-04-18T01:58:15.506420Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035815_84d6.json,5,3,1,2
2025-04-18T01:58:15.533069Z,quantum_log_Cortex Criticus_act_nq4_20250418035815_ba10.json,1,1,3,2
2025-04-18T01:58:15.548697Z,quantum_log_Cortex Criticus_act_nq4_20250418035815_ba10.json,12,3,1,2
2025-04-18T01:58:15.550697Z,quantum_log_Cortex Criticus_act_nq4_20250418035815_ba10.json,13,1,3,2
2025-04-18T01:58:15.564594Z,quantum_log_Limbus Affektus_act_nq4_20250418035815_23a3.json,1,1,3,2
2025-04-18T01:58:15.567774Z,quantum_log_Limbus Affektus_act_nq4_20250418035815_23a3.json,3,4,2,2
2025-04-18T01:58:15.569770Z,quantum_log_Limbus Affektus_act_nq4_20250418035815_23a3.json,4,2,4,2
2025-04-18T01:58:15.570769Z,quantum_log_Limbus Affektus_act_nq4_20250418035815_23a3.json,5,4,1,3
2025-04-18T01:58:15.572769Z,quantum_log_Limbus Affektus_act_nq4_20250418035815_23a3.json,6,1,3,2
2025-04-18T01:58:15.573769Z,quantum_log_Limbus Affektus_act_nq4_20250418035815_23a3.json,7,3,1,2
2025-04-18T01:58:15.610556Z,quantum_log_Meta Cognitio_act_nq4_20250418035815_22f0.json,11,3,1,2
2025-04-18T01:58:15.612557Z,quantum_log_Meta Cognitio_act_nq4_20250418035815_22f0.json,12,1,3,2
2025-04-18T01:58:15.613556Z,quantum_log_Meta Cognitio_act_nq4_20250418035815_22f0.json,13,3,1,2
2025-04-18T01:58:15.640527Z,quantum_log_Cortex Socialis_act_nq4_20250418035815_d316.json,10,1,3,2
2025-04-18T01:58:15.642523Z,quantum_log_Cortex Socialis_act_nq4_20250418035815_d316.json,11,3,1,2
2025-04-18T01:58:15.644626Z,quantum_log_Cortex Socialis_act_nq4_20250418035815_d316.json,13,1,3,2
2025-04-18T01:58:15.667008Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035815_eca8.json,4,3,1,2
2025-04-18T01:58:15.673143Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035815_eca8.json,8,1,4,3
2025-04-18T01:58:15.674142Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035815_eca8.json,9,4,1,3
2025-04-18T01:58:15.677461Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035815_eca8.json,11,1,3,2
2025-04-18T01:58:15.680475Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035815_eca8.json,13,2,0,2
2025-04-18T01:58:15.681475Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035815_eca8.json,14,0,2,2
2025-04-18T01:58:15.695815Z,quantum_log_Ethik und Moral_act_nq4_20250418035815_997a.json,1,1,3,2
2025-04-18T01:58:15.815553Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035815_35a4.json,6,2,0,2
2025-04-18T01:58:15.816649Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035815_35a4.json,7,0,2,2
2025-04-18T01:58:15.819965Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035815_35a4.json,9,3,1,2
2025-04-18T01:58:15.840820Z,quantum_log_Governance und Politik_act_nq4_20250418035815_bbeb.json,1,1,4,3
2025-04-18T01:58:15.841820Z,quantum_log_Governance und Politik_act_nq4_20250418035815_bbeb.json,2,4,1,3
2025-04-18T01:58:15.843821Z,quantum_log_Governance und Politik_act_nq4_20250418035815_bbeb.json,3,1,3,2
2025-04-18T01:58:15.844824Z,quantum_log_Governance und Politik_act_nq4_20250418035815_bbeb.json,4,3,0,3
2025-04-18T01:58:15.847503Z,quantum_log_Governance und Politik_act_nq4_20250418035815_bbeb.json,6,1,3,2
2025-04-18T01:58:15.851655Z,quantum_log_Governance und Politik_act_nq4_20250418035815_bbeb.json,9,3,0,3
2025-04-18T01:58:15.852873Z,quantum_log_Governance und Politik_act_nq4_20250418035815_bbeb.json,10,0,3,3
2025-04-18T01:58:15.856418Z,quantum_log_Governance und Politik_act_nq4_20250418035815_bbeb.json,12,3,1,2
2025-04-18T01:58:15.857643Z,quantum_log_Governance und Politik_act_nq4_20250418035815_bbeb.json,13,1,3,2
2025-04-18T01:58:15.890465Z,quantum_log_Synergien und Integration_act_nq4_20250418035815_08e7.json,14,4,1,3
2025-04-18T01:58:15.908773Z,quantum_log_Technologie und Innovation_act_nq4_20250418035815_bf76.json,5,0,2,2
2025-04-18T01:58:15.911773Z,quantum_log_Technologie und Innovation_act_nq4_20250418035815_bf76.json,7,3,0,3
2025-04-18T01:58:15.913773Z,quantum_log_Technologie und Innovation_act_nq4_20250418035815_bf76.json,8,0,2,2
2025-04-18T01:58:15.914877Z,quantum_log_Technologie und Innovation_act_nq4_20250418035815_bf76.json,9,2,4,2
2025-04-18T01:58:15.918966Z,quantum_log_Technologie und Innovation_act_nq4_20250418035815_bf76.json,12,4,2,2
2025-04-18T01:58:15.934709Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035815_01fd.json,1,3,1,2
2025-04-18T01:58:15.936220Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035815_01fd.json,2,1,3,2
2025-04-18T01:58:15.939733Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035815_01fd.json,4,3,0,3
2025-04-18T01:58:15.945630Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035815_01fd.json,8,2,0,2
2025-04-18T01:58:15.952676Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035815_01fd.json,13,0,3,3
2025-04-18T01:58:15.953678Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035815_01fd.json,14,3,0,3
2025-04-18T01:58:15.969516Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035815_8877.json,3,3,0,3
2025-04-18T01:58:15.970514Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035815_8877.json,4,0,2,2
2025-04-18T01:58:15.973028Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035815_8877.json,5,2,0,2
2025-04-18T01:58:15.974027Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035815_8877.json,6,0,3,3
2025-04-18T01:58:15.978657Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035815_8877.json,9,3,1,2
2025-04-18T01:58:15.982095Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035815_8877.json,12,2,0,2
2025-04-18T01:58:15.984123Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035815_8877.json,13,0,3,3
2025-04-18T01:58:16.005594Z,quantum_log_Cortex Creativus_act_nq4_20250418035815_dab4.json,5,1,3,2
2025-04-18T01:58:16.024448Z,quantum_log_Cortex Creativus_act_nq4_20250418035815_dab4.json,13,0,2,2
2025-04-18T01:58:16.044455Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035816_35a3.json,5,1,3,2
2025-04-18T01:58:16.046481Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035816_35a3.json,6,3,1,2
2025-04-18T01:58:16.055551Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035816_35a3.json,12,0,2,2
2025-04-18T01:58:16.071501Z,quantum_log_Cortex Criticus_act_nq4_20250418035816_48c5.json,1,2,4,2
2025-04-18T01:58:16.073501Z,quantum_log_Cortex Criticus_act_nq4_20250418035816_48c5.json,2,4,1,3
2025-04-18T01:58:16.086804Z,quantum_log_Cortex Criticus_act_nq4_20250418035816_48c5.json,11,3,1,2
2025-04-18T01:58:16.104276Z,quantum_log_Limbus Affektus_act_nq4_20250418035816_6982.json,2,3,1,2
2025-04-18T01:58:16.109403Z,quantum_log_Limbus Affektus_act_nq4_20250418035816_6982.json,5,2,4,2
2025-04-18T01:58:16.111448Z,quantum_log_Limbus Affektus_act_nq4_20250418035816_6982.json,7,3,1,2
2025-04-18T01:58:16.136637Z,quantum_log_Meta Cognitio_act_nq4_20250418035816_4179.json,2,3,1,2
2025-04-18T01:58:16.137645Z,quantum_log_Meta Cognitio_act_nq4_20250418035816_4179.json,3,1,3,2
2025-04-18T01:58:16.165748Z,quantum_log_Cortex Socialis_act_nq4_20250418035816_8c34.json,1,2,0,2
2025-04-18T01:58:16.167302Z,quantum_log_Cortex Socialis_act_nq4_20250418035816_8c34.json,2,0,2,2
2025-04-18T01:58:16.169317Z,quantum_log_Cortex Socialis_act_nq4_20250418035816_8c34.json,4,1,3,2
2025-04-18T01:58:16.180305Z,quantum_log_Cortex Socialis_act_nq4_20250418035816_8c34.json,11,3,0,3
2025-04-18T01:58:16.181305Z,quantum_log_Cortex Socialis_act_nq4_20250418035816_8c34.json,12,0,2,2
2025-04-18T01:58:16.183305Z,quantum_log_Cortex Socialis_act_nq4_20250418035816_8c34.json,13,2,4,2
2025-04-18T01:58:16.184406Z,quantum_log_Cortex Socialis_act_nq4_20250418035816_8c34.json,14,4,2,2
2025-04-18T01:58:16.200653Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035816_6d84.json,1,1,3,2
2025-04-18T01:58:16.202756Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035816_6d84.json,2,3,1,2
2025-04-18T01:58:16.209527Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035816_6d84.json,7,2,4,2
2025-04-18T01:58:16.210527Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035816_6d84.json,8,4,2,2
2025-04-18T01:58:16.241877Z,quantum_log_Ethik und Moral_act_nq4_20250418035816_e28a.json,7,1,3,2
2025-04-18T01:58:16.266331Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035816_5fbe.json,2,3,1,2
2025-04-18T01:58:16.268336Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035816_5fbe.json,3,1,3,2
2025-04-18T01:58:16.275593Z,quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035816_5fbe.json,8,2,0,2
2025-04-18T01:58:16.298391Z,quantum_log_Governance und Politik_act_nq4_20250418035816_29b6.json,2,2,4,2
2025-04-18T01:58:16.306673Z,quantum_log_Governance und Politik_act_nq4_20250418035816_29b6.json,7,4,1,3
2025-04-18T01:58:16.307680Z,quantum_log_Governance und Politik_act_nq4_20250418035816_29b6.json,8,1,3,2
2025-04-18T01:58:16.310686Z,quantum_log_Governance und Politik_act_nq4_20250418035816_29b6.json,10,2,0,2
2025-04-18T01:58:16.332677Z,quantum_log_Synergien und Integration_act_nq4_20250418035816_340e.json,3,0,3,3
2025-04-18T01:58:16.336183Z,quantum_log_Synergien und Integration_act_nq4_20250418035816_340e.json,5,3,0,3
2025-04-18T01:58:16.338722Z,quantum_log_Synergien und Integration_act_nq4_20250418035816_340e.json,7,1,3,2
2025-04-18T01:58:16.339722Z,quantum_log_Synergien und Integration_act_nq4_20250418035816_340e.json,8,3,1,2
2025-04-18T01:58:16.341722Z,quantum_log_Synergien und Integration_act_nq4_20250418035816_340e.json,9,1,4,3
2025-04-18T01:58:16.342723Z,quantum_log_Synergien und Integration_act_nq4_20250418035816_340e.json,10,4,1,3
2025-04-18T01:58:16.345737Z,quantum_log_Synergien und Integration_act_nq4_20250418035816_340e.json,12,1,3,2
2025-04-18T01:58:16.349398Z,quantum_log_Synergien und Integration_act_nq4_20250418035816_340e.json,14,3,0,3
2025-04-18T01:58:16.365376Z,quantum_log_Technologie und Innovation_act_nq4_20250418035816_05fb.json,3,1,4,3
2025-04-18T01:58:16.366385Z,quantum_log_Technologie und Innovation_act_nq4_20250418035816_05fb.json,4,4,1,3
2025-04-18T01:58:16.369644Z,quantum_log_Technologie und Innovation_act_nq4_20250418035816_05fb.json,6,2,4,2
2025-04-18T01:58:16.378338Z,quantum_log_Technologie und Innovation_act_nq4_20250418035816_05fb.json,12,1,3,2
2025-04-18T01:58:16.379420Z,quantum_log_Technologie und Innovation_act_nq4_20250418035816_05fb.json,13,3,1,2
2025-04-18T01:58:16.380429Z,quantum_log_Technologie und Innovation_act_nq4_20250418035816_05fb.json,14,1,3,2
2025-04-18T01:58:16.393747Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035816_7e42.json,1,4,2,2
2025-04-18T01:58:16.402823Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035816_7e42.json,7,1,3,2
2025-04-18T01:58:16.407507Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035816_7e42.json,10,1,4,3
2025-04-18T01:58:16.408927Z,quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035816_7e42.json,11,4,2,2
2025-04-18T01:58:16.426702Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035816_9852.json,1,0,2,2
2025-04-18T01:58:16.429251Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035816_9852.json,2,2,0,2
2025-04-18T01:58:16.432915Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035816_9852.json,4,1,3,2
2025-04-18T01:58:16.437567Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035816_9852.json,6,4,2,2
2025-04-18T01:58:16.439574Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035816_9852.json,7,2,0,2
2025-04-18T01:58:16.446638Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035816_9852.json,11,0,3,3
2025-04-18T01:58:16.451843Z,quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035816_9852.json,13,2,0,2
2025-04-18T01:58:16.467338Z,quantum_log_Cortex Creativus_act_nq4_20250418035816_d2aa.json,1,3,1,2
2025-04-18T01:58:16.499279Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035816_45c7.json,1,2,0,2
2025-04-18T01:58:16.500279Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035816_45c7.json,2,0,3,3
2025-04-18T01:58:16.505586Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035816_45c7.json,5,2,0,2
2025-04-18T01:58:16.506591Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035816_45c7.json,6,0,2,2
2025-04-18T01:58:16.514182Z,quantum_log_Simulatrix Neuralis_act_nq4_20250418035816_45c7.json,12,1,3,2
2025-04-18T01:58:16.542668Z,quantum_log_Cortex Criticus_act_nq4_20250418035816_d23e.json,7,1,3,2
2025-04-18T01:58:16.544776Z,quantum_log_Cortex Criticus_act_nq4_20250418035816_d23e.json,8,3,1,2
2025-04-18T01:58:16.549820Z,quantum_log_Cortex Criticus_act_nq4_20250418035816_d23e.json,12,3,1,2
2025-04-18T01:58:16.565651Z,quantum_log_Limbus Affektus_act_nq4_20250418035816_856f.json,1,1,3,2
2025-04-18T01:58:16.580040Z,quantum_log_Limbus Affektus_act_nq4_20250418035816_856f.json,11,1,3,2
2025-04-18T01:58:16.585557Z,quantum_log_Limbus Affektus_act_nq4_20250418035816_856f.json,14,3,1,2
2025-04-18T01:58:16.601365Z,quantum_log_Meta Cognitio_act_nq4_20250418035816_b78a.json,3,0,2,2
2025-04-18T01:58:16.606359Z,quantum_log_Meta Cognitio_act_nq4_20250418035816_b78a.json,6,3,1,2
2025-04-18T01:58:16.616937Z,quantum_log_Meta Cognitio_act_nq4_20250418035816_b78a.json,13,1,3,2
2025-04-18T01:58:16.672313Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035816_1a11.json,3,3,0,3
2025-04-18T01:58:16.673316Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035816_1a11.json,4,0,2,2
2025-04-18T01:58:16.683437Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035816_1a11.json,11,2,0,2
2025-04-18T01:58:16.686561Z,quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035816_1a11.json,13,1,3,2
